GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
gateway,org.bremersee.gateway,Application,5,3,0,0,2,1,1,1,1,1
gateway,org.bremersee.gateway.config,SecurityConfiguration.InMemory,0,123,0,0,0,28,0,3,0,3
gateway,org.bremersee.gateway.config,SecurityConfiguration.PasswordFlow,128,0,0,0,30,0,2,0,2,0
gateway,org.bremersee.gateway.config,SecurityConfiguration,0,3,0,0,0,1,0,1,0,1
